country,respondent_id,age,urban_rural,income_level,sex,marital_status,education,life_satisfaction,freedom_of_choice,emancipative_values,trust_people,importance_of_god,financial_satisfaction,secular_values
Turkey,792070987,36.0,Rural,Medium,Male,Single,Lower,7.0,8.0,0.743055556,Not trusted,5.0,7.0,0.514065
Turkey,792071468,50.0,Urban,Medium,Male,Married,Lower,6.0,8.0,0.360833333,Not trusted,9.0,6.0,0.2066666667
Turkey,792070962,25.0,Urban,Medium,Male,Single,Higher,6.0,7.0,0.445092593,Trusted,9.0,8.0,0.2981666667
Turkey,792071958,36.0,Urban,Medium,Male,Married,Higher,8.0,8.0,0.27625,Not trusted,7.0,7.0,0.0963888889
Turkey,792071761,53.0,Rural,Medium,Male,Married,Lower,6.0,6.0,0.212268519,Not trusted,8.0,4.0,0.2987808333
Turkey,792071779,65.0,Urban,Medium,Male,Single,Middle,5.0,8.0,0.309027778,Not trusted,9.0,5.0,0.1791666667
Turkey,792070292,44.0,Rural,Medium,Male,Married,Middle,8.0,7.0,0.68,Not trusted,6.0,3.0,0.486565
Turkey,792071578,38.0,Urban,Low,Female,Married,Lower,7.0,8.0,0.313703704,Trusted,10.0,4.0,0.1933333333
Turkey,792070856,55.0,Urban,Medium,Female,Married,Middle,10.0,10.0,0.214166667,Not trusted,10.0,5.0,0.2491666667
Turkey,792070351,34.0,Rural,Medium,Female,Single,Middle,7.0,3.0,0.581805556,Not trusted,6.0,4.0,0.4841666667
Turkey,792070945,40.0,Urban,Medium,Female,Married,Middle,7.0,6.0,0.407777778,Not trusted,5.0,4.0,0.3591666667
Turkey,792071103,47.0,Rural,Medium,Male,Married,Lower,5.0,5.0,0.200833333,Not trusted,6.0,5.0,0.3583333333
Turkey,792071693,45.0,Rural,Medium,Male,Married,Higher,6.0,7.0,0.498888889,Not trusted,10.0,3.0,0.5830555556
Turkey,792071955,26.0,Rural,High,Male,Single,Lower,6.0,7.0,0.286064815,Trusted,9.0,7.0,0.3316666667
Turkey,792070904,50.0,Urban,Medium,Female,Married,Lower,6.0,3.0,0.21037037,Trusted,10.0,9.0,0.5425833333
Turkey,792071675,56.0,Rural,Low,Male,Married,Lower,9.0,7.0,0.484166667,Not trusted,10.0,3.0,0.1525
Turkey,792070695,25.0,Urban,Medium,Male,Single,Higher,6.0,6.0,0.546018519,Trusted,8.0,6.0,0.2758333333
Turkey,792071331,38.0,Urban,High,Male,Married,Higher,8.0,8.0,0.255,Trusted,10.0,8.0,0.0963888889
Turkey,792070300,33.0,Urban,Medium,Female,Divorced,Lower,6.0,6.0,0.548611111,Not trusted,6.0,6.0,0.3727777778
Turkey,792070760,37.0,Urban,Medium,Female,Single,Lower,6.0,6.0,0.448240741,Not trusted,6.0,7.0,0.2622222222
Turkey,792072022,44.0,Rural,Medium,Female,Married,Middle,5.0,6.0,0.412962963,Not trusted,8.0,5.0,0.1241666667
Turkey,792072164,30.0,Urban,Medium,Female,Married,Lower,6.0,7.0,0.36,Not trusted,10.0,7.0,0.235
Turkey,792072165,35.0,Urban,Medium,Female,Married,Lower,8.0,8.0,0.229166667,Trusted,7.0,6.0,0.235
Turkey,792071651,22.0,Urban,High,Female,Single,Middle,7.0,10.0,0.883703704,Trusted,4.0,8.0,0.6366666667
Turkey,792071746,58.0,Urban,Medium,Female,Married,Lower,8.0,8.0,0.39662037,Trusted,10.0,8.0,0.2908333333
Turkey,792070221,34.0,Urban,Medium,Female,Married,Middle,4.0,3.0,0.574444444,Not trusted,4.0,6.0,0.4011111111
Turkey,792070565,25.0,Urban,Medium,Male,Single,Higher,8.0,8.0,0.368323333,Trusted,4.0,7.0,0.092625
Turkey,792071084,33.0,Urban,Medium,Female,Married,Higher,6.0,9.0,0.448101852,Not trusted,8.0,5.0,0.4425
Turkey,792070415,40.0,Urban,Medium,Female,Married,Lower,8.0,8.0,0.21662037,Not trusted,10.0,3.0,0.1247222222
Turkey,792071916,26.0,Rural,,Male,Single,Higher,4.0,6.0,0.213565833,Not trusted,10.0,4.0,0.4911666667
Turkey,792070085,26.0,Urban,Medium,Female,Single,Middle,5.0,9.0,0.454557963,Not trusted,10.0,3.0,0.4070158333
Turkey,792071757,55.0,Urban,Low,Female,Married,Lower,8.0,8.0,0.418425926,Not trusted,9.0,5.0,0.54
Turkey,792072173,36.0,Urban,Medium,Male,Single,Higher,5.0,6.0,0.33425,Not trusted,5.0,5.0,0.5263888889
Turkey,792071991,60.0,Urban,,Female,Married,Lower,10.0,,,Not trusted,10.0,5.0,0.0705
Turkey,792070110,27.0,Urban,Medium,Female,Single,Middle,6.0,8.0,,Not trusted,,5.0,
Turkey,792070355,35.0,Urban,Low,Male,Married,Lower,7.0,7.0,0.253657407,Not trusted,10.0,5.0,0.0552777778
Turkey,792072128,55.0,Rural,Low,Male,Married,Lower,5.0,1.0,0.160074074,Not trusted,10.0,10.0,0.1658333333
Turkey,792071405,55.0,Urban,Low,Female,Married,Lower,9.0,10.0,0.2,Not trusted,9.0,9.0,0.485
Turkey,792070291,55.0,Urban,Low,Female,Married,Lower,4.0,6.0,0.166666667,Not trusted,5.0,5.0,0.125
Turkey,792070768,46.0,Urban,Medium,Female,Married,Lower,9.0,9.0,0.353333333,Not trusted,10.0,9.0,0.055
Turkey,792071749,46.0,Rural,Medium,Female,Married,Lower,8.0,6.0,0.353333333,Not trusted,10.0,8.0,0.3183333333
Turkey,792072313,40.0,Urban,Medium,Female,Divorced,Middle,6.0,7.0,0.510611111,Not trusted,6.0,5.0,0.3880555556
Turkey,792071585,65.0,Urban,Medium,Male,Married,Lower,8.0,4.0,0.363796296,Not trusted,10.0,6.0,0.2080555556
Turkey,792071030,35.0,Urban,Medium,Female,Married,Lower,5.0,5.0,0.3525,Not trusted,3.0,5.0,0.2755555556
Turkey,792070820,35.0,Rural,High,Female,Single,Higher,8.0,7.0,0.410648148,Trusted,9.0,7.0,0.0691666667
Turkey,792071311,55.0,Urban,Medium,Male,Married,Lower,6.0,4.0,0.43,Not trusted,7.0,4.0,0.1791666667
Turkey,792072337,34.0,Urban,Medium,Female,Married,Lower,7.0,6.0,0.260740741,Not trusted,10.0,6.0,0.2075
Turkey,792072127,21.0,Urban,High,Male,Single,Middle,7.0,8.0,0.46375,Trusted,8.0,8.0,0.5533333333
Turkey,792070213,35.0,Rural,Medium,Male,Single,Middle,7.0,7.0,0.43269,Not trusted,9.0,7.0,0.4199566667
Turkey,792072070,46.0,Urban,Medium,Female,Married,Middle,4.0,5.0,0.586435185,Not trusted,7.0,4.0,0.4283333333
Turkey,792071597,55.0,Urban,Low,Female,Married,Lower,5.0,4.0,0.14787037,Not trusted,10.0,3.0,0.0555555556
Turkey,792071342,45.0,Urban,Medium,Female,Married,Lower,5.0,7.0,0.492638889,Not trusted,10.0,5.0,0.2132216667
Turkey,792072178,30.0,Urban,Medium,Male,Single,Lower,4.0,7.0,0.333055556,Not trusted,9.0,4.0,0.6031666667
Turkey,792072407,25.0,Rural,Medium,Male,Single,Lower,6.0,9.0,0.256388889,Not trusted,10.0,6.0,0.1513888889
Turkey,792071971,26.0,Urban,Medium,Female,Single,Middle,4.0,5.0,0.443333333,,5.0,5.0,0.3866666667
Turkey,792071054,46.0,Urban,Medium,Male,Single,Middle,5.0,6.0,0.672083333,Not trusted,7.0,7.0,0.4074166667
Turkey,792071926,37.0,Urban,Medium,Male,Married,Lower,8.0,10.0,0.272453704,Not trusted,10.0,7.0,0.2213888889
Turkey,792071553,45.0,Urban,Medium,Male,Married,Lower,9.0,,0.491666667,Trusted,6.0,5.0,0.0691666667
Turkey,792070019,20.0,Urban,Medium,Male,Single,Higher,7.0,7.0,0.457777778,Not trusted,7.0,7.0,0.4841666667
Turkey,792071287,56.0,Urban,Medium,Female,Married,Lower,8.0,6.0,0.119814815,Not trusted,10.0,7.0,0.1108333333
Turkey,792071380,55.0,Urban,Medium,Male,Married,Middle,6.0,5.0,0.22398463,Trusted,10.0,6.0,0.2622222222
Turkey,792070650,45.0,Rural,Medium,Female,Married,Lower,8.0,7.0,0.286203704,Not trusted,6.0,7.0,0.4016666667
Turkey,792071478,30.0,Urban,Medium,Male,Single,Higher,8.0,7.0,0.511453333,Not trusted,8.0,9.0,0.3875
Turkey,792071394,55.0,Urban,Medium,Male,Married,Middle,7.0,6.0,0.466481482,Not trusted,8.0,5.0,0.23369
Turkey,792071085,25.0,Rural,Medium,Male,Single,Lower,5.0,6.0,0.248333333,Not trusted,5.0,5.0,0.3866666667
Turkey,792070892,39.0,Urban,Medium,Male,Single,Higher,10.0,10.0,0.344074074,Not trusted,9.0,7.0,0.0694444444
Turkey,792070077,53.0,Urban,Medium,Male,Married,Lower,8.0,8.0,0.27,Not trusted,10.0,4.0,0.1238888889
Turkey,792071229,80.0,Urban,Low,Female,Married,Lower,3.0,5.0,0.447444444,Not trusted,3.0,3.0,0.2630555556
Turkey,792071739,36.0,Rural,Medium,Male,Married,Lower,5.0,8.0,0.303888889,Not trusted,10.0,5.0,0.1788888889
Turkey,792072162,21.0,Urban,Medium,Male,Single,Middle,7.0,6.0,0.403842593,Not trusted,10.0,5.0,0.0413888889
Turkey,792072004,20.0,Rural,Low,Male,Single,Middle,6.0,5.0,0.348287037,Not trusted,10.0,3.0,0.2924475
Turkey,792072323,24.0,Urban,Medium,Female,Married,Middle,7.0,8.0,0.488425926,Not trusted,6.0,7.0,0.36
Turkey,792070169,52.0,Rural,Medium,Male,Married,Lower,4.0,8.0,0.267962963,Not trusted,9.0,5.0,0.0691666667
Turkey,792070473,58.0,Urban,Medium,Female,Widowed,Higher,6.0,5.0,0.548333333,Not trusted,6.0,5.0,0.4425
Turkey,792071024,55.0,Rural,Medium,Female,Married,Lower,6.0,7.0,0.235833333,Not trusted,10.0,5.0,0.1105555556
Turkey,792071695,36.0,Rural,Medium,Male,Married,Middle,7.0,10.0,0.312946667,Not trusted,10.0,7.0,0.3322222222
Turkey,792070756,55.0,Urban,Medium,Male,Married,Lower,6.0,7.0,0.339166667,Not trusted,5.0,5.0,0.2072222222
Turkey,792070220,39.0,Urban,Medium,Female,Married,Lower,5.0,4.0,0.359722222,Not trusted,4.0,3.0,0.5533333333
Turkey,792072194,58.0,Urban,Medium,Male,Married,Middle,6.0,1.0,0.280626852,Not trusted,10.0,6.0,0.1525
Turkey,792072047,40.0,Rural,Medium,Male,Single,Lower,9.0,9.0,0.443333333,Not trusted,6.0,8.0,0.2352777778
Turkey,792072390,25.0,Urban,Medium,Male,Single,Middle,6.0,5.0,0.589166667,Not trusted,8.0,6.0,0.4983333333
Turkey,792070304,55.0,Urban,Low,Female,Divorced,Lower,1.0,2.0,0.177268519,Not trusted,10.0,1.0,0.0555555556
Turkey,792071593,27.0,Rural,Medium,Female,Single,Higher,9.0,9.0,0.788518519,Not trusted,4.0,5.0,0.4291666667
Turkey,792071059,19.0,Urban,Medium,Male,Single,Lower,7.0,5.0,0.468439444,Not trusted,7.0,4.0,0.4023333333
Turkey,792072029,47.0,Rural,Medium,Female,Married,Middle,8.0,10.0,0.387222222,Not trusted,10.0,9.0,0.4209166667
Turkey,792070633,25.0,Urban,Medium,Male,Single,Middle,7.0,5.0,0.322953704,,5.0,6.0,0.1989108333
Turkey,792070480,55.0,Urban,Medium,Male,Married,Lower,8.0,9.0,0.232685185,Not trusted,9.0,6.0,0.1105555556
Turkey,792071201,56.0,Urban,Low,Female,Married,Lower,7.0,5.0,0.28375,Trusted,9.0,7.0,0.235
Turkey,792070933,23.0,Rural,Medium,Male,Single,Lower,1.0,1.0,0.333666667,Not trusted,10.0,5.0,0.0747777778
Turkey,792071233,27.0,Urban,Medium,Male,Single,Lower,8.0,10.0,0.457638889,Not trusted,10.0,5.0,0.2355555556
Turkey,792071179,23.0,Urban,High,Male,Single,Higher,4.0,8.0,0.209537037,Not trusted,10.0,4.0,0.0830555556
Turkey,792071906,28.0,Urban,Medium,Male,Single,Higher,7.0,7.0,0.18162037,Not trusted,10.0,8.0,0.0413888889
Turkey,792070369,34.0,Rural,High,Male,Married,Higher,7.0,1.0,0.161333333,Not trusted,10.0,5.0,0.1797222222
Turkey,792070232,69.0,Urban,Medium,Female,Widowed,Lower,6.0,3.0,0.491666667,Not trusted,5.0,5.0,0.2622222222
Turkey,792070523,34.0,Urban,Medium,Male,Married,Higher,6.0,8.0,0.278981482,Not trusted,10.0,7.0,0.2897222222
Turkey,792070136,51.0,Rural,Low,Female,Married,Lower,4.0,5.0,0.436527778,Not trusted,10.0,4.0,0.1516666667
Turkey,792070026,24.0,Urban,Medium,Male,Single,Middle,5.0,7.0,0.484166667,Not trusted,10.0,4.0,0.1617916667
Turkey,792070533,24.0,Urban,Medium,Male,Married,Higher,7.0,10.0,,Not trusted,10.0,8.0,0.1658333333
Turkey,792071322,39.0,Urban,Medium,Male,Married,Lower,5.0,8.0,0.25962963,Trusted,10.0,5.0,0.0671388889
Turkey,792070924,39.0,Rural,Low,Female,Married,Lower,4.0,6.0,0.34162037,Not trusted,5.0,4.0,0.2344444444
Turkey,792072291,24.0,Urban,Medium,Male,Single,Middle,3.0,5.0,0.463333333,Not trusted,5.0,5.0,0.2763888889
Turkey,792070479,32.0,Rural,High,Male,Married,Middle,6.0,4.0,0.380833333,Not trusted,5.0,4.0,0.1108333333
Turkey,792071709,78.0,Urban,Medium,Female,Married,Lower,8.0,,0.312222222,Not trusted,10.0,5.0,0.1522222222
Turkey,792070193,42.0,Urban,Medium,Male,Married,Middle,5.0,5.0,0.670740741,Not trusted,6.0,5.0,0.4983333333
Turkey,792070290,55.0,Urban,Medium,Female,Married,Lower,9.0,9.0,0.228333333,Not trusted,10.0,5.0,0.2075
Turkey,792071799,18.0,Rural,Medium,Male,Single,Middle,7.0,8.0,0.191157407,Not trusted,10.0,6.0,0.1342916667
Turkey,792070638,27.0,Urban,Medium,Female,Single,Middle,4.0,5.0,0.18625,Not trusted,10.0,7.0,0.1933333333
Turkey,792071384,24.0,Urban,Medium,Female,Single,Lower,5.0,7.0,0.388055556,,5.0,5.0,0.3880555556
Turkey,792072354,44.0,Urban,Low,Male,Married,Higher,3.0,6.0,0.501342593,Not trusted,10.0,1.0,0.3183333333
Turkey,792070582,34.0,Urban,High,Female,Married,Lower,9.0,7.0,0.27,Trusted,10.0,9.0,0.0833333333
Turkey,792070720,50.0,Urban,Medium,Male,Married,Lower,7.0,5.0,0.602222222,Not trusted,7.0,7.0,0.4705555556
Turkey,792070614,28.0,Urban,Medium,Female,Married,Lower,5.0,5.0,0.388046296,,5.0,5.0,0.4991666667
Turkey,792070129,40.0,Urban,Medium,Female,Married,Middle,4.0,7.0,0.32338463,Not trusted,5.0,5.0,0.11
Turkey,792072038,55.0,Rural,High,Female,Married,Lower,5.0,6.0,0.50462963,Not trusted,9.0,6.0,0.2075
Turkey,792071561,31.0,Urban,Medium,Male,Single,Lower,3.0,5.0,0.286203704,Not trusted,10.0,3.0,0.0830555556
Turkey,792071457,55.0,Rural,Medium,Male,Married,Middle,5.0,7.0,0.220833333,Not trusted,5.0,4.0,0.293875
Turkey,792070938,36.0,Urban,Medium,Female,Married,Lower,8.0,7.0,0.386574074,Trusted,9.0,8.0,0.2208333333
Turkey,792070234,29.0,Urban,High,Male,Single,Middle,1.0,9.0,0.38125,Not trusted,9.0,5.0,0.1574166667
Turkey,792070434,34.0,Urban,Medium,Male,Married,Middle,8.0,7.0,0.531851852,Not trusted,9.0,7.0,0.6508333333
Turkey,792071034,55.0,Urban,,Male,Married,Lower,,,0.435833333,,5.0,5.0,0.2205555556
Turkey,792070308,44.0,Urban,Medium,Female,Single,Middle,5.0,6.0,0.464166667,Not trusted,5.0,6.0,0.5386111111
Turkey,792071193,18.0,Urban,Medium,Female,Single,Middle,7.0,8.0,0.6875,Not trusted,10.0,7.0,0.2761111111
Turkey,792072216,25.0,Rural,Medium,Male,Single,Middle,6.0,7.0,0.205740741,Not trusted,5.0,5.0,0.4887491667
Turkey,792070384,36.0,Urban,Medium,Male,Married,Middle,5.0,6.0,0.704074074,Not trusted,7.0,6.0,0.5119444444
Turkey,792071729,50.0,Rural,Medium,Male,Married,Lower,6.0,7.0,0.33537037,Not trusted,9.0,7.0,0.4096141667
Turkey,792070963,27.0,Urban,Medium,Male,Single,Lower,4.0,3.0,0.491111111,Trusted,10.0,1.0,0.1930555556
Turkey,792072235,24.0,Urban,Medium,Female,Single,Lower,8.0,5.0,0.25137963,Not trusted,4.0,6.0,0.6652777778
Turkey,792071816,58.0,Urban,Medium,Female,Married,Lower,7.0,7.0,0.690601852,Not trusted,1.0,8.0,0.52925
Turkey,792070407,37.0,Urban,Medium,Male,Married,Lower,8.0,9.0,0.272037037,Trusted,10.0,8.0,0.1930555556
Turkey,792070178,45.0,Urban,Medium,Female,Married,Lower,5.0,4.0,0.349537037,Not trusted,10.0,3.0,0.1941666667
Turkey,792070427,35.0,Urban,Medium,Male,Married,Lower,5.0,5.0,0.3525,Not trusted,5.0,5.0,0.3588888889
Turkey,792071990,55.0,Urban,Medium,Female,Married,Lower,5.0,5.0,0.526666667,Trusted,6.0,5.0,0.4558333333
Turkey,792070618,36.0,Urban,Medium,Female,Married,Lower,1.0,10.0,0.585607037,Not trusted,8.0,8.0,0.7011111111
Turkey,792071959,58.0,Rural,Medium,Male,Married,Lower,1.0,5.0,0.241666667,Not trusted,10.0,1.0,0.2224475
Turkey,792070185,19.0,Urban,,Female,Single,Lower,7.0,,,,,7.0,0.1111111111
Turkey,792070481,45.0,Urban,Low,Female,Married,Lower,8.0,9.0,0.246574074,Trusted,10.0,6.0,0.0552777778
Turkey,792071334,27.0,Rural,Medium,Male,Married,Higher,8.0,7.0,0.260601852,Not trusted,10.0,6.0,0.0830555556
Turkey,792071833,55.0,Urban,High,Male,Married,Middle,9.0,3.0,0.590277778,Trusted,9.0,9.0,0.6366666667
Turkey,792072005,22.0,Rural,Low,Male,Married,Middle,7.0,5.0,0.200416667,Not trusted,10.0,3.0,0.2347222222
Turkey,792070299,45.0,Urban,Low,Male,Married,Lower,4.0,5.0,0.275833333,Not trusted,6.0,4.0,0.055
Turkey,792071177,37.0,Urban,Medium,Male,Married,Lower,8.0,10.0,0.21662037,Trusted,10.0,5.0,0.0691666667
Turkey,792071806,55.0,Urban,Medium,Male,Married,Middle,4.0,4.0,0.71962963,Not trusted,7.0,4.0,0.6791666667
Turkey,792072084,21.0,Rural,Medium,Male,Married,Higher,6.0,9.0,0.257731482,Trusted,9.0,9.0,0.4572222222
Turkey,792072143,45.0,Urban,Medium,Female,Married,Lower,7.0,10.0,0.287685185,Trusted,10.0,5.0,0.1941666667
Turkey,792070599,23.0,Rural,Medium,Female,Married,Lower,5.0,5.0,0.304695556,Not trusted,10.0,5.0,0.2905555556
Turkey,792071918,46.0,Rural,Medium,Female,Married,Lower,9.0,8.0,0.286759259,Not trusted,7.0,10.0,0.2083333333
Turkey,792070673,45.0,Urban,Medium,Male,Married,Lower,5.0,9.0,0.207083333,Trusted,10.0,5.0,0.1108333333
Turkey,792070179,40.0,Urban,Medium,Female,Married,Lower,10.0,7.0,0.373055556,Not trusted,10.0,4.0,0.0966666667
Turkey,792071002,55.0,Urban,Medium,Female,Married,Lower,9.0,1.0,0.265231482,Not trusted,10.0,6.0,0.5266666667
Turkey,792070325,43.0,Urban,Medium,Female,Married,Higher,8.0,10.0,0.50462963,Not trusted,9.0,8.0,0.2505966667
Turkey,792071252,32.0,Urban,Medium,Male,Married,Higher,6.0,6.0,0.401388889,Not trusted,9.0,7.0,0.2488888889
Turkey,792070975,55.0,Rural,Medium,Male,Married,Lower,5.0,4.0,0.310833333,Not trusted,8.0,6.0,0.2063888889
Turkey,792071358,24.0,Urban,Medium,Female,Single,Lower,7.0,6.0,0.464722222,Not trusted,6.0,6.0,0.1516666667
Turkey,792071812,31.0,Rural,Medium,Male,Single,Higher,6.0,7.0,0.342037037,Not trusted,8.0,4.0,0.5952777778
Turkey,792070119,43.0,Urban,Medium,Male,Married,Higher,7.0,7.0,0.491666667,Not trusted,10.0,4.0,0.2347222222
Turkey,792071424,35.0,Urban,Medium,Male,Married,Lower,8.0,8.0,0.242083333,Not trusted,10.0,8.0,0.1342916667
Turkey,792071459,25.0,Rural,Medium,Male,Single,Middle,6.0,6.0,0.320231482,Not trusted,10.0,7.0,0.1974166667
Turkey,792070282,30.0,Urban,Medium,Male,Single,Higher,5.0,5.0,0.394305556,Trusted,6.0,5.0,0.3122222222
Turkey,792071805,35.0,Rural,Medium,Female,Single,Lower,7.0,8.0,0.226435185,Not trusted,9.0,7.0,0.2625
Turkey,792071610,24.0,Rural,Medium,Female,Single,Lower,7.0,6.0,0.848425926,Not trusted,6.0,5.0,0.4841666667
Turkey,792071667,46.0,Rural,Medium,Male,Single,Middle,5.0,5.0,0.359166667,Not trusted,6.0,6.0,0.4283333333
Turkey,792071564,79.0,Urban,Medium,Male,Married,Lower,6.0,8.0,0.69212963,Not trusted,10.0,7.0,0.2066666667
Turkey,792070545,28.0,Urban,Low,Male,Single,Lower,8.0,8.0,0.304722222,Not trusted,10.0,8.0,0.0688888889
Turkey,792071026,21.0,Urban,Medium,Female,Single,Lower,7.0,9.0,0.154537037,Trusted,10.0,7.0,0.1794444444
Turkey,792070822,37.0,Urban,Medium,Male,Married,Lower,2.0,6.0,0.263166667,Not trusted,5.0,5.0,0.1383333333
Turkey,792072018,34.0,Urban,Medium,Male,Married,Middle,7.0,7.0,0.251342593,Not trusted,10.0,7.0,0.1892916667
Turkey,792072231,38.0,Rural,Medium,Male,Married,Higher,8.0,10.0,0.54125,Not trusted,9.0,6.0,0.3230416667
Turkey,792071117,38.0,Urban,Medium,Female,Married,Middle,8.0,9.0,0.552407407,Not trusted,9.0,6.0,0.2625
Turkey,792070603,30.0,Urban,Medium,Female,Married,Lower,8.0,10.0,0.315427,Not trusted,5.0,7.0,0.3741666667
Turkey,792070576,37.0,Urban,Medium,Female,Married,Lower,8.0,7.0,0.083426,Not trusted,9.0,5.0,0.209595
Turkey,792070367,42.0,Urban,Medium,Female,Married,Higher,7.0,7.0,0.560972222,Not trusted,5.0,7.0,0.3249166667
Turkey,792071780,42.0,Rural,,Female,Married,Lower,10.0,10.0,0.25279928,Not trusted,,7.0,0.08435
Turkey,792072055,57.0,Urban,Medium,Female,Married,Lower,7.0,6.0,0.40875,Not trusted,10.0,5.0,0.1241666667
Turkey,792070044,50.0,Urban,Medium,Male,Married,Middle,7.0,8.0,0.276388889,Not trusted,10.0,1.0,0.0830555556
Turkey,792070832,55.0,Rural,Medium,Female,Married,Lower,5.0,3.0,0.359166667,Not trusted,9.0,6.0,0.1241666667
Turkey,792071286,38.0,Urban,Medium,Female,Married,Middle,10.0,8.0,0.244398148,Not trusted,9.0,7.0,0.1516666667
Turkey,792072043,27.0,Urban,Medium,Male,Married,Middle,9.0,8.0,0.471111111,Not trusted,10.0,7.0,0.1663888889
Turkey,792071884,18.0,Rural,Medium,Female,Single,Lower,5.0,7.0,0.284444444,Not trusted,10.0,7.0,0.2766666667
Turkey,792070204,55.0,Urban,Medium,Male,Married,Lower,6.0,7.0,0.392685185,Trusted,7.0,6.0,0.4705555556
Turkey,792071507,25.0,Urban,Medium,Male,Single,Higher,6.0,10.0,0.3735,Trusted,10.0,8.0,0.0552777778
Turkey,792070175,35.0,Rural,Medium,Female,Married,Lower,6.0,1.0,0.377462963,Not trusted,10.0,6.0,0.1941666667
Turkey,792070421,68.0,Urban,Medium,Female,Widowed,Lower,5.0,5.0,0.493055556,Not trusted,7.0,6.0,0.3861111111
Turkey,792072373,24.0,Rural,Low,Male,Married,Lower,5.0,1.0,0.418353056,Not trusted,10.0,1.0,0.2926783333
Turkey,792070121,28.0,Urban,,Female,Married,Lower,5.0,10.0,0.675925926,Not trusted,7.0,6.0,0.6285408333
Turkey,792070284,29.0,Urban,Medium,Male,Single,Middle,6.0,7.0,0.378240741,Trusted,6.0,6.0,0.2483333333
Turkey,792071449,40.0,Rural,Medium,Male,Single,Middle,7.0,7.0,0.223564815,Trusted,10.0,7.0,0.0688888889
Turkey,792072287,24.0,Urban,Low,Male,Single,Middle,6.0,5.0,0.57037037,Not trusted,5.0,5.0,0.44825
Turkey,792071870,23.0,Rural,,Female,Single,,10.0,10.0,,,10.0,10.0,0.1235
Turkey,792071191,45.0,Urban,Medium,Male,Married,Lower,6.0,6.0,0.228333333,Trusted,10.0,7.0,0.4770158333
Turkey,792071396,36.0,Urban,Medium,Female,Divorced,Higher,4.0,9.0,0.833333333,Not trusted,1.0,6.0,0.6023333333
Turkey,792070276,20.0,Urban,Medium,Male,Single,Middle,,10.0,0.336651296,Not trusted,10.0,8.0,0.2358333333
Turkey,792072206,50.0,Urban,Medium,Male,Married,Lower,6.0,8.0,0.496574074,Not trusted,5.0,5.0,0.5961111111
Turkey,792070701,46.0,Urban,Medium,Female,Married,Lower,8.0,8.0,0.183935185,Not trusted,8.0,8.0,0.2491666667
Turkey,792070361,50.0,Urban,Medium,Male,Married,Lower,6.0,5.0,0.802824074,Not trusted,5.0,8.0,0.4991666667
Turkey,792071831,19.0,Urban,Medium,Female,Single,Middle,7.0,6.0,0.603333333,Not trusted,10.0,3.0,0.4291666667
Turkey,792071415,35.0,Urban,Medium,Female,Married,Lower,6.0,7.0,0.252032778,Trusted,10.0,6.0,0.1108333333
Turkey,792071934,28.0,Rural,Medium,Female,Single,Lower,8.0,7.0,0.228888889,Not trusted,10.0,7.0,0.3624475
Turkey,792070287,35.0,Urban,Medium,Male,Married,Higher,8.0,8.0,0.505277778,Not trusted,7.0,7.0,0.5125
Turkey,792071308,21.0,Urban,Medium,Male,Single,Lower,5.0,6.0,0.526388889,Not trusted,9.0,4.0,0.3495991667
Turkey,792071350,25.0,Rural,Medium,Female,Married,Higher,8.0,7.0,0.498472222,Not trusted,10.0,7.0,0.1108333333
Turkey,792071068,36.0,Urban,Medium,Male,Married,Higher,6.0,5.0,0.722592593,Not trusted,6.0,7.0,0.4708333333
Turkey,792070424,55.0,Urban,Medium,Male,Married,Middle,7.0,8.0,0.06875,Not trusted,10.0,6.0,0.0275
Turkey,792071661,59.0,Urban,Medium,Male,Married,Lower,7.0,8.0,0.357685185,Not trusted,7.0,7.0,0.2897222222
Turkey,792071620,21.0,Urban,,Male,Single,Higher,8.0,10.0,,Not trusted,,10.0,0.091
Turkey,792071455,55.0,Rural,Medium,Female,Married,Lower,4.0,6.0,0.4575,Trusted,9.0,4.0,0.1933333333
Turkey,792072274,42.0,Urban,High,Male,Single,Middle,8.0,8.0,0.416666667,Not trusted,6.0,7.0,0.3183333333
Turkey,792070066,25.0,Urban,Medium,Female,Married,Higher,3.0,3.0,0.170009259,Not trusted,4.0,3.0,0.3469444444
Turkey,792071506,52.0,Urban,,Female,Married,Lower,1.0,10.0,0.37449,,10.0,10.0,0.4068233333
Turkey,792070917,36.0,Urban,Medium,Female,Single,Middle,6.0,5.0,0.519722222,Not trusted,8.0,8.0,0.6375
Turkey,792070791,20.0,Urban,Low,Male,Single,Lower,8.0,7.0,0.255694444,Not trusted,3.0,6.0,0.43
Turkey,792071663,60.0,Urban,Medium,Female,Widowed,Lower,7.0,8.0,0.830462963,Not trusted,6.0,8.0,0.3594444444
Turkey,792070231,58.0,Urban,Medium,Female,Married,Higher,5.0,5.0,0.538796296,Trusted,8.0,6.0,0.3727777778
Turkey,792071443,46.0,Urban,Medium,Male,Married,Middle,6.0,10.0,0.476296296,Not trusted,10.0,6.0,0.4194166667
Turkey,792070597,30.0,Urban,Medium,Female,Married,Middle,8.0,7.0,0.218796296,Not trusted,10.0,8.0,0.2275833333
Turkey,792071997,46.0,Urban,Low,Male,Married,Lower,6.0,8.0,0.45275,Not trusted,8.0,5.0,0.7208333333
