respondent_id,country,sex,age,urban_rural,income_level,marital_status,education,life_satisfaction,freedom_of_choice,financial_satisfaction,trust_people,importance_of_god,emancipative_values,secular_values,avg_satisfaction,age_group
792071593,Turkey,Female,27,Rural,Medium,Single,Higher,9,9,5,Not trusted,4,0.788518519,0.4291666667,7,18-28
792071233,Turkey,Male,27,Urban,Medium,Single,Lower,8,10,5,Not trusted,10,0.457638889,0.2355555556,6.5,18-28
792070638,Turkey,Female,27,Urban,Medium,Single,Middle,4,5,7,Not trusted,10,0.18625,0.1933333333,5.5,18-28
792070963,Turkey,Male,27,Urban,Medium,Single,Lower,4,3,1,Trusted,10,0.491111111,0.1930555556,2.5,18-28
792071334,Turkey,Male,27,Rural,Medium,Married,Higher,8,7,6,Not trusted,10,0.260601852,0.0830555556,7,18-28
792072043,Turkey,Male,27,Urban,Medium,Married,Middle,9,8,7,Not trusted,10,0.471111111,0.1663888889,8,18-28
792071954,Turkey,Male,27,Rural,Medium,Single,Middle,8,7,7,Not trusted,10,0.240462963,0.2507808333,7.5,18-28
792071897,Turkey,Male,27,Rural,Medium,Married,Higher,7,7,7,Not trusted,10,0.269722222,0.0792916667,7,18-28
792072139,Turkey,Male,27,Rural,Low,Single,Middle,6,6,4,Not trusted,8,0.296666667,0.4005555556,5,18-28
792071629,Turkey,Male,27,Urban,Medium,Single,Lower,5,5,5,Trusted,10,0.161203704,0.1655555556,5,18-28
792072167,Turkey,Female,27,Urban,Medium,Married,Lower,7,7,6,Not trusted,10,0.276666667,0.1516666667,6.5,18-28
792070716,Turkey,Male,27,Rural,Medium,Single,Lower,6,6,7,Not trusted,9,0.303775,0.2492733333,6.5,18-28
792072027,Turkey,Female,27,Rural,Medium,Single,Higher,5,6,5,Not trusted,4,0.151666667,0.3866666667,5,18-28
792071998,Turkey,Male,27,Urban,Medium,Single,Higher,8,8,7,Not trusted,8,0.270277778,0.2766666667,7.5,18-28
792071062,Turkey,Male,27,Urban,Medium,Married,Higher,5,5,6,Not trusted,6,0.638055556,0.4711111111,5.5,18-28
792071966,Turkey,Male,27,Rural,Low,Single,Lower,3,5,3,Not trusted,10,0.278703704,0.3066141667,3,18-28
792070437,Turkey,Male,27,Rural,Medium,Single,Middle,4,3,5,Not trusted,9,0.415833333,0.2213888889,4.5,18-28
792071701,Turkey,Female,27,Rural,Medium,Married,Middle,7,8,7,Not trusted,10,0.521203704,0.1933333333,7,18-28
792070571,Turkey,Female,27,Urban,Medium,Single,Higher,7,9,5,Not trusted,10,0.385740741,0.0966666667,6,18-28
792071190,Turkey,Female,27,Urban,Medium,Married,Middle,7,6,6,Not trusted,9,0.3875,0.1516666667,6.5,18-28
792071691,Turkey,Male,27,Urban,Low,Single,Lower,3,5,5,Not trusted,6,0.19291666699999999,0.345,4,18-28
792070590,Turkey,Male,27,Urban,Medium,Married,Middle,3,6,5,Not trusted,10,0.159166667,0.0966666667,4,18-28
792070032,Turkey,Female,27,Urban,Medium,Married,Middle,7,7,5,Not trusted,10,0.361898148,0.1516666667,6,18-28
792071165,Turkey,Male,27,Urban,Medium,Single,Middle,7,8,7,Trusted,10,0.282407407,0.1655555556,7,18-28
792071053,Turkey,Male,27,Urban,High,Married,Higher,9,3,9,Not trusted,8,0.124166667,0.0555555556,9,18-28
344070369,Hong Kong SAR,Male,26,Urban,Medium,Single,Higher,10,10,10,Not trusted,10,0.614289074,0.2763888889,10,18-28
344071323,Hong Kong SAR,Female,26,Urban,Medium,Single,Higher,6,6,7,Trusted,4,0.703148148,0.72,6.5,18-28
344071432,Hong Kong SAR,Female,26,Urban,Medium,Single,Higher,6,8,7,Trusted,5,0.839166667,0.415,6.5,18-28
344070580,Hong Kong SAR,Male,26,Urban,Medium,Single,Higher,8,9,8,Trusted,5,0.728055556,0.4708333333,8,18-28
344071405,Hong Kong SAR,Male,26,Urban,Low,Single,Higher,8,7,7,Not trusted,7,0.524074074,0.6233333333,7.5,18-28
344071438,Hong Kong SAR,Female,26,Urban,Medium,Single,Middle,7,7,4,Not trusted,5,0.760185185,0.5391666667,5.5,18-28
344070482,Hong Kong SAR,Female,26,Urban,Medium,Single,Higher,6,7,8,Not trusted,1,0.907407407,0.6916666667,7,18-28
344070701,Hong Kong SAR,Male,26,Urban,Medium,Single,Higher,6,6,7,Trusted,3,0.683240741,0.6783333333,6.5,18-28
344071147,Hong Kong SAR,Male,26,Urban,Medium,Married,Higher,8,7,8,Trusted,3,0.538796296,0.4705555556,8,18-28
344070140,Hong Kong SAR,Male,26,Urban,Medium,Single,Middle,5,7,3,Trusted,5,0.519305556,0.5402777778,4,18-28
344070315,Hong Kong SAR,Male,26,Urban,Medium,Living together as married,Higher,8,10,8,Trusted,3,0.898148148,0.6349783333,8,18-28
344071238,Hong Kong SAR,Male,26,Urban,Medium,Single,Higher,6,9,5,Trusted,5,0.693333333,0.7611111111,5.5,18-28
344071272,Hong Kong SAR,Female,26,Urban,Medium,Single,Higher,6,5,4,Not trusted,6,0.599907407,0.4977777778,5,18-28
360073028,Indonesia,Male,26,Rural,Low,Living together as married,Lower,10,10,10,Not trusted,10,0.366666667,0.0969444444,10,18-28
360072823,Indonesia,Female,26,Rural,Low,Married,Lower,10,10,10,Not trusted,10,0.547916667,0.3744444444,10,18-28
360072953,Indonesia,Female,26,Rural,Low,Divorced,Middle,1,5,10,Not trusted,9,0.628657407,0.2766666667,5.5,18-28
360072556,Indonesia,Female,26,Urban,Medium,Single,Higher,8,8,5,Not trusted,9,0.485416667,0.2075,6.5,18-28
360070830,Indonesia,Female,26,Rural,High,Married,Middle,10,10,10,Not trusted,10,0.2425,0.1658333333,10,18-28
360071232,Indonesia,Female,26,Rural,Low,Married,Lower,5,8,5,Not trusted,10,0.313564815,0.3188888889,5,18-28
360071962,Indonesia,Female,26,Rural,Medium,Married,Lower,6,7,5,Not trusted,10,0.367083333,0.2080555556,5.5,18-28
360071622,Indonesia,Female,26,Rural,Medium,Married,Middle,8,7,9,Not trusted,10,0.555925926,0.0688888889,8.5,18-28
360071923,Indonesia,Female,26,Rural,Low,Married,Lower,4,10,1,Not trusted,10,0.435833333,0.3052777778,2.5,18-28
360072029,Indonesia,Female,26,Rural,Medium,Married,Lower,10,8,9,Not trusted,10,0.307175926,0.1805555556,9.5,18-28
360072308,Indonesia,Female,26,Rural,Medium,Married,Middle,9,9,10,Not trusted,10,0.534166667,0.2905555556,9.5,18-28
360072502,Indonesia,Female,26,Rural,Medium,Married,Lower,8,7,8,Not trusted,10,0.274351852,0.0688888889,8,18-28
360072096,Indonesia,Female,26,Rural,Medium,Married,Lower,3,6,2,Not trusted,10,0.359166667,0.3747222222,2.5,18-28
360072740,Indonesia,Male,26,Urban,Medium,Married,Higher,8,8,8,Not trusted,10,0.424537037,0.0963888889,8,18-28
360070598,Indonesia,Female,26,Rural,Medium,Married,Lower,9,9,8,Not trusted,10,0.440185185,0.1930555556,8.5,18-28
360072581,Indonesia,Female,26,Rural,Low,Married,Lower,5,7,3,Not trusted,10,0.434212963,0.5125,4,18-28
360072792,Indonesia,Male,26,Rural,Medium,Married,Lower,10,5,1,Not trusted,10,0.228333333,0.1663888889,5.5,18-28
360072269,Indonesia,Female,26,Rural,High,Divorced,Lower,5,6,8,Not trusted,10,0.57037037,0.4288888889,6.5,18-28
360071715,Indonesia,Female,26,Urban,Medium,Married,Middle,7,8,8,Not trusted,10,0.285925926,0.3175,7.5,18-28
360071358,Indonesia,Female,26,Urban,High,Married,Lower,10,9,10,Not trusted,10,0.41337963,0.3191666667,10,18-28
360070498,Indonesia,Male,26,Rural,High,Single,Higher,8,8,9,Not trusted,10,0.513055556,0.4291666667,8.5,18-28
360071230,Indonesia,Female,26,Rural,Medium,Married,Lower,7,10,7,Not trusted,10,0.461990741,0.3463888889,7,18-28
360071568,Indonesia,Male,26,Rural,Low,Single,Middle,9,5,7,Trusted,10,0.4575,0.1666666667,8,18-28
458070094,Malaysia,Male,26,Rural,High,Single,Lower,9,9,8,Not trusted,10,0.283611111,0.2758333333,8.5,18-28
458070148,Malaysia,Male,26,Rural,Medium,Single,Lower,8,9,8,Not trusted,10,0.41625,0.485,8,18-28
458070221,Malaysia,Female,26,Rural,Medium,Married,Lower,9,8,10,Not trusted,10,0.323796296,0.4291666667,9.5,18-28
458070228,Malaysia,Female,26,Rural,Low,Single,Lower,9,6,8,Not trusted,6,0.529537037,0.4152777778,8.5,18-28
458070251,Malaysia,Male,26,Rural,Low,Married,Lower,10,9,7,Trusted,7,0.261157407,0.3183333333,8.5,18-28
458070257,Malaysia,Female,26,Rural,Medium,Married,Lower,9,5,8,Trusted,10,0.333333333,0,8.5,18-28
458070270,Malaysia,Female,26,Rural,Medium,Married,Lower,6,6,7,Not trusted,8,0.527361111,0.3738888889,6.5,18-28
458070307,Malaysia,Female,26,Rural,Medium,Single,Lower,5,6,6,Trusted,7,0.511157407,0.5255555556,5.5,18-28
458070361,Malaysia,Female,26,Rural,Low,Married,Lower,8,8,8,Trusted,10,0.459537037,0.3466666667,8,18-28
458070377,Malaysia,Male,26,Rural,Medium,Married,Lower,8,8,8,Not trusted,8,0.336574074,0.2491666667,8,18-28
458070484,Malaysia,Female,26,Urban,Low,Single,Higher,2,6,1,Not trusted,5,0.387361111,0.4569444444,1.5,18-28
458070540,Malaysia,Male,26,Urban,Medium,Single,Higher,4,4,4,Not trusted,9,0.450138889,0.4563888889,4,18-28
458070628,Malaysia,Female,26,Urban,Medium,Married,Middle,7,7,4,Not trusted,10,0.446342593,0.2483333333,5.5,18-28
458070650,Malaysia,Male,26,Urban,Low,Married,Lower,4,5,2,Not trusted,10,0.61,0.3730555556,3,18-28
458070670,Malaysia,Male,26,Urban,Medium,Married,Higher,7,10,10,Not trusted,7,0.512222222,0.3325,8.5,18-28
458070696,Malaysia,Female,26,Urban,Medium,Single,Higher,9,8,9,Not trusted,10,0.499583333,0.1944444444,9,18-28
458070721,Malaysia,Male,26,Urban,High,Single,Middle,8,8,8,Not trusted,5,0.449861111,0.4291666667,8,18-28
458070724,Malaysia,Male,26,Urban,Medium,Married,Lower,8,6,10,Not trusted,6,0.567916667,0.6094444444,9,18-28
458070740,Malaysia,Male,26,Urban,Medium,Single,Higher,5,5,5,Not trusted,10,0.702592593,0.3305555556,5,18-28
458070862,Malaysia,Male,26,Rural,Low,Single,Higher,9,5,8,Not trusted,10,0.29,0.1247222222,8.5,18-28
458070870,Malaysia,Male,26,Urban,Low,Single,Middle,7,8,7,Not trusted,10,0.32337963,0.2208333333,7,18-28
458070959,Malaysia,Male,26,Urban,Low,Single,Lower,5,5,5,Not trusted,4,0.503240741,0.2638888889,5,18-28
458070980,Malaysia,Male,26,Urban,Medium,Married,Lower,9,9,8,Not trusted,10,0.245092593,0.0966666667,8.5,18-28
458070987,Malaysia,Male,26,Urban,Low,Married,Higher,8,8,8,Not trusted,10,0.330601852,0.3738888889,8,18-28
458071016,Malaysia,Male,26,Urban,Medium,Single,Lower,8,8,9,Not trusted,2,0.637361111,0.4569444444,8.5,18-28
458071027,Malaysia,Female,26,Urban,Low,Married,Lower,6,6,5,Not trusted,10,0.755416667,0.4294444444,5.5,18-28
458071046,Malaysia,Female,26,Urban,Medium,Single,Middle,7,6,7,Not trusted,10,0.554166667,0.3316666667,7,18-28
458071056,Malaysia,Female,26,Urban,Medium,Single,Higher,9,6,9,Not trusted,7,0.531296296,0.6922222222,9,18-28
458071062,Malaysia,Female,26,Urban,Low,Single,Lower,4,5,2,Not trusted,10,0.533194444,0.595,3,18-28
458071077,Malaysia,Male,26,Urban,Medium,Married,Middle,8,7,6,Not trusted,6,0.461851852,0.3188888889,7,18-28
458071098,Malaysia,Female,26,Urban,Medium,Single,Middle,7,9,5,Not trusted,10,0.22875,0.4286111111,6,18-28
458071118,Malaysia,Female,26,Urban,Low,Married,Middle,6,6,5,Not trusted,7,0.485138889,0.2630555556,5.5,18-28
458071129,Malaysia,Female,26,Urban,Medium,Married,Lower,5,5,6,Not trusted,4,0.586296296,0.4977777778,5.5,18-28
458071148,Malaysia,Female,26,Urban,Medium,Married,Higher,8,9,9,Trusted,8,0.537962963,0.3875,8.5,18-28
458071179,Malaysia,Female,26,Urban,Medium,Married,Higher,8,8,7,Trusted,10,0.415138889,0.3047222222,7.5,18-28
458071212,Malaysia,Female,26,Rural,Low,Single,Higher,6,6,5,Not trusted,6,0.519305556,0.5952777778,5.5,18-28
458071216,Malaysia,Female,26,Urban,Medium,Living together as married,Higher,7,7,7,Not trusted,10,0.386018519,0.36,7,18-28
458071218,Malaysia,Female,26,Urban,High,Single,Middle,6,8,5,Not trusted,10,0.582777778,0.25,5.5,18-28
458071240,Malaysia,Female,26,Urban,Low,Single,Higher,7,10,3,Not trusted,10,0.402083333,0.4011111111,5,18-28
458071268,Malaysia,Female,26,Urban,Medium,Married,Higher,8,9,8,Not trusted,10,0.270138889,0.2216666667,8,18-28
458071278,Malaysia,Female,26,Urban,Low,Married,Middle,7,8,3,Not trusted,10,0.318611111,0.4291666667,5,18-28
458071281,Malaysia,Female,26,Urban,Medium,Single,Higher,9,9,7,Not trusted,10,0.330046296,0.0688888889,8,18-28
458071291,Malaysia,Female,26,Urban,Low,Single,Higher,3,3,1,Not trusted,10,0.27625,0.1933333333,2,18-28
458071300,Malaysia,Female,26,Urban,High,Single,Middle,10,9,8,Not trusted,10,0.40125,0.1244444444,9,18-28
792070255,Turkey,Male,26,Urban,Medium,Single,Higher,4,4,4,Not trusted,4,0.533333333,0.4975,4,18-28
792072211,Turkey,Female,26,Urban,Medium,Single,Lower,5,5,5,Not trusted,6,0.380833333,0.4,5,18-28
792071171,Turkey,Female,26,Urban,Low,Married,Lower,4,3,3,Not trusted,10,0.482972222,0.4332222222,3.5,18-28
792071534,Turkey,Male,26,Urban,High,Single,Higher,9,6,8,Not trusted,10,0.554444444,0.3322222222,8.5,18-28
792071115,Turkey,Female,26,Urban,Medium,Married,Lower,8,10,8,Not trusted,8,0.380833333,0.29,8,18-28
792070486,Turkey,Female,26,Urban,Medium,Married,Lower,9,7,8,Not trusted,7,0.554166667,0.1383333333,8.5,18-28
792071539,Turkey,Female,26,Urban,Medium,Single,Middle,5,3,3,Not trusted,10,0.380833333,0.1525,4,18-28
792071955,Turkey,Male,26,Rural,High,Single,Lower,6,7,7,Trusted,9,0.286064815,0.3316666667,6.5,18-28
792070085,Turkey,Female,26,Urban,Medium,Single,Middle,5,9,3,Not trusted,10,0.454557963,0.4070158333,4,18-28
792071428,Turkey,Male,26,Urban,Low,Married,Middle,8,6,6,Not trusted,6,0.341759259,0.3325,7,18-28
792072068,Turkey,Male,26,Rural,Medium,Single,Lower,5,5,5,Not trusted,7,0.261944444,0.4283333333,5,18-28
792070539,Turkey,Female,26,Urban,Medium,Single,Middle,5,4,6,Not trusted,7,0.438842593,0.4138888889,5.5,18-28
792071101,Turkey,Female,26,Rural,Medium,Married,Middle,3,7,1,Not trusted,10,0.37620370400000003,0.0830555556,2,18-28
792070271,Turkey,Female,26,Rural,Low,Single,Lower,5,5,5,Not trusted,7,0.4225,0.3095277778,5,18-28
792070227,Turkey,Female,26,Urban,Medium,Single,Lower,7,8,8,Not trusted,9,0.215,0.1933333333,7.5,18-28
792072149,Turkey,Male,26,Urban,Low,Single,Middle,5,5,6,Not trusted,5,0.447962963,0.4008333333,5.5,18-28
792070176,Turkey,Female,26,Urban,Medium,Single,Higher,5,5,5,Not trusted,10,0.574074074,0.1658333333,5,18-28
792070124,Turkey,Female,26,Urban,Medium,Single,Higher,8,8,7,Not trusted,10,0.316018519,0.0813055556,7.5,18-28
792071055,Turkey,Male,26,Urban,Medium,Single,Lower,5,7,7,Not trusted,6,0.704074074,0.4708333333,6,18-28
792070490,Turkey,Female,26,Urban,Medium,Single,Higher,1,1,10,Not trusted,6,0.896789444,0.5655833333,5.5,18-28
792070908,Turkey,Male,26,Urban,Low,Single,Middle,4,5,1,Not trusted,10,0.465,0.1797222222,2.5,18-28
792070377,Turkey,Male,26,Rural,Medium,Single,Higher,6,10,6,Not trusted,10,0.161333333,0.1247222222,6,18-28
792071819,Turkey,Female,26,Rural,High,Single,Middle,8,8,7,Not trusted,7,0.373333333,0.3033333333,7.5,18-28
792070102,Turkey,Female,26,Urban,Medium,Married,Middle,5,3,6,Not trusted,6,0.484722222,0.2358333333,5.5,18-28
792071607,Turkey,Female,26,Urban,Medium,Married,Higher,1,1,3,Not trusted,10,0.35625,0.3883333333,2,18-28
792070988,Turkey,Female,26,Urban,Medium,Single,Higher,9,8,9,Not trusted,5,0.832777778,0.2491666667,9,18-28
792072024,Turkey,Male,26,Rural,Medium,Single,Higher,8,5,7,Trusted,8,0.321481482,0.2775,7.5,18-28
792071823,Turkey,Female,26,Rural,High,Single,Middle,6,7,8,Not trusted,7,0.362037037,0.5827777778,7,18-28
792070127,Turkey,Male,26,Urban,Medium,Single,Higher,5,6,5,Not trusted,10,0.313842593,0.1797222222,5,18-28
344071160,Hong Kong SAR,Male,25,Urban,Medium,Single,Higher,4,5,4,Trusted,3,0.607546296,0.7894444444,4,18-28
344070999,Hong Kong SAR,Female,25,Urban,Medium,Single,Higher,6,7,8,Not trusted,5,0.8125,0.4433333333,7,18-28
344070772,Hong Kong SAR,Male,25,Urban,Medium,Single,Higher,5,7,6,Trusted,1,0.648518519,0.4566666667,5.5,18-28
344071286,Hong Kong SAR,Female,25,Urban,Medium,Single,Middle,7,7,7,Trusted,6,0.550509259,0.665,7,18-28
344071028,Hong Kong SAR,Male,25,Urban,Medium,Single,Higher,4,4,7,Not trusted,1,0.607824074,0.7066666667,5.5,18-28
344071279,Hong Kong SAR,Female,25,Urban,Medium,Single,Middle,8,8,7,Not trusted,6,0.413518519,0.4141666667,7.5,18-28
344071191,Hong Kong SAR,Female,25,Urban,Medium,Single,Higher,8,7,8,Not trusted,8,0.351018519,0.4286111111,8,18-28
344071331,Hong Kong SAR,Male,25,Urban,Medium,Married,Higher,8,9,8,Trusted,9,0.610416667,0.305,8,18-28
344071287,Hong Kong SAR,Female,25,Urban,Medium,Single,Higher,4,4,5,Not trusted,1,0.450277778,0.4291666667,4.5,18-28
344070860,Hong Kong SAR,Male,25,Urban,Medium,Single,Middle,7,5,5,Trusted,4,0.556342593,0.2775,6,18-28
344070629,Hong Kong SAR,Female,25,Urban,Medium,Single,Higher,5,4,6,Not trusted,7,0.59162037,0.4977777778,5.5,18-28
344071996,Hong Kong SAR,Female,25,Urban,Low,Single,Higher,6,6,5,Not trusted,3,0.581388889,0.6633333333,5.5,18-28
344071180,Hong Kong SAR,Female,25,Urban,Low,Single,Middle,7,6,5,Not trusted,1,0.486481482,0.5533333333,6,18-28
344071282,Hong Kong SAR,Male,25,Urban,Medium,Single,Higher,4,4,4,Not trusted,1,0.683240741,0.8866666667,4,18-28
344070007,Hong Kong SAR,Female,25,Urban,Medium,Single,Higher,6,8,7,Trusted,3,0.840277778,0.3736111111,6.5,18-28
344070443,Hong Kong SAR,Male,25,Urban,Low,Single,Middle,6,6,5,Trusted,3,0.668425926,0.4841666667,5.5,18-28
344071199,Hong Kong SAR,Female,25,Urban,Medium,Single,Higher,5,5,5,Not trusted,7,0.441018519,0.6777777778,5,18-28
344070156,Hong Kong SAR,Male,25,Urban,Low,Single,Middle,5,5,6,Trusted,1,0.551712963,0.702525,5.5,18-28
344070356,Hong Kong SAR,Female,25,Urban,Medium,Single,Higher,3,5,3,Trusted,3,0.482824074,0.4563888889,3,18-28
344070225,Hong Kong SAR,Male,25,Urban,Medium,Single,Middle,4,5,5,Not trusted,9,0.410787037,0.5677777778,4.5,18-28
344071270,Hong Kong SAR,Male,25,Urban,Medium,Single,Higher,6,6,5,Not trusted,6,0.56875,0.7466666667,5.5,18-28
344070667,Hong Kong SAR,Male,25,Urban,Medium,Single,Middle,5,7,7,Trusted,7,0.663796296,0.6233333333,6,18-28
344070111,Hong Kong SAR,Male,25,Urban,Medium,Single,Middle,10,9,7,Trusted,10,0.626203704,0.1661111111,8.5,18-28
344071241,Hong Kong SAR,Female,25,Urban,Medium,Single,Higher,7,7,7,Trusted,5,0.543981482,0.4008333333,7,18-28
344071334,Hong Kong SAR,Male,25,Urban,Medium,Single,Middle,5,8,3,Not trusted,9,0.566018519,0.6937252778,4,18-28
344071146,Hong Kong SAR,Male,25,Urban,Medium,Married,Higher,7,7,6,Trusted,5,0.728611111,0.3594444444,6.5,18-28
360070193,Indonesia,Male,25,Rural,Medium,Single,Middle,5,10,8,Not trusted,10,0.311666667,0.3188888889,6.5,18-28
360070252,Indonesia,Male,25,Rural,Medium,Married,Middle,10,10,8,Not trusted,10,0.227916667,0.3741666667,9,18-28
360072324,Indonesia,Female,25,Urban,Medium,Married,Middle,8,8,9,Trusted,10,0.307175926,0.2497222222,8.5,18-28
360070888,Indonesia,Female,25,Rural,Low,Married,Lower,10,10,10,Not trusted,10,0.339166667,0.1383333333,10,18-28
360070053,Indonesia,Female,25,Rural,Medium,Married,Middle,8,7,7,Not trusted,10,0.166666667,0.1388888889,7.5,18-28
360071934,Indonesia,Male,25,Rural,Low,Married,Middle,7,8,7,Not trusted,10,0.482268519,0.3041666667,7,18-28
360072518,Indonesia,Female,25,Rural,Low,Married,Lower,10,2,8,Not trusted,10,0.397731482,0.2913888889,9,18-28
360071038,Indonesia,Female,25,Rural,Low,Married,Lower,10,5,1,Not trusted,10,0.339583333,0.1527777778,5.5,18-28
360070032,Indonesia,Female,25,Rural,Medium,Married,Lower,10,10,10,Not trusted,10,0.0275,0.1933333333,10,18-28
360071624,Indonesia,Male,25,Rural,Medium,Single,Middle,9,9,8,Not trusted,10,0.401527778,0.3041666667,8.5,18-28
360070548,Indonesia,Female,25,Rural,Low,Married,Lower,8,7,7,Not trusted,10,0.58712963,0.2494444444,7.5,18-28
360072045,Indonesia,Female,25,Rural,Medium,Married,Higher,7,9,6,Not trusted,10,0.27,0.1241666667,6.5,18-28
360071814,Indonesia,Male,25,Rural,Medium,Married,Middle,7,8,7,Not trusted,10,0.271898148,0.3325,7,18-28
360072937,Indonesia,Female,25,Rural,High,Married,Middle,9,8,8,Not trusted,10,0.46375,0.5961111111,8.5,18-28
360072554,Indonesia,Male,25,Urban,Low,Single,Higher,6,6,5,Not trusted,10,0.144583333,0.2638888889,5.5,18-28
360073153,Indonesia,Male,25,Urban,Low,Married,Lower,10,1,1,Not trusted,10,0.131666667,0.2222222222,5.5,18-28
360070638,Indonesia,Female,25,Rural,High,Married,Middle,9,9,9,Trusted,10,0.285509259,0.3741666667,9,18-28
360072602,Indonesia,Female,25,Rural,Medium,Married,Higher,8,8,7,Not trusted,10,0.359583333,0.2208333333,7.5,18-28
360070523,Indonesia,Female,25,Urban,Medium,Married,Higher,9,8,8,Not trusted,10,0.46375,0.1519444444,8.5,18-28
360072284,Indonesia,Male,25,Rural,Low,Married,Lower,9,8,9,Not trusted,10,0.406018519,0.1377777778,9,18-28
360071175,Indonesia,Male,25,Rural,Medium,Married,Middle,9,8,8,Not trusted,10,0.341203704,0.3466666667,8.5,18-28
360070284,Indonesia,Female,25,Rural,Low,Married,Lower,4,10,4,Not trusted,10,0.138333333,0.2494444444,4,18-28
360071314,Indonesia,Female,25,Urban,Medium,Single,Middle,8,7,9,Not trusted,8,0.293148148,0.4161111111,8.5,18-28
360072098,Indonesia,Female,25,Rural,Low,Married,Lower,10,8,2,Not trusted,10,0.310833333,0.3325,6,18-28
360070788,Indonesia,Male,25,Urban,Medium,Single,Lower,7,10,6,Not trusted,10,0.436944444,0.1938888889,6.5,18-28
360072408,Indonesia,Male,25,Rural,Low,Single,Lower,9,8,8,Not trusted,9,0.311527778,0.2913888889,8.5,18-28
360070239,Indonesia,Male,25,Rural,Medium,Single,Middle,5,5,3,Not trusted,10,0.325416667,0.17944444440000001,4,18-28
360071617,Indonesia,Female,25,Rural,High,Married,Middle,8,8,8,Not trusted,10,0.288935185,0.1930555556,8,18-28
360070550,Indonesia,Female,25,Rural,Low,Married,Lower,7,8,5,Not trusted,10,0.460092593,0.235,6,18-28
360070784,Indonesia,Male,25,Urban,Low,Single,Lower,7,10,5,Not trusted,10,0.145833333,0.1938888889,6,18-28
360072590,Indonesia,Female,25,Rural,Low,Married,Lower,10,5,6,Trusted,10,0.235833333,0.0555555556,8,18-28
360071353,Indonesia,Male,25,Urban,Low,Married,Lower,10,3,9,Not trusted,10,0.325416667,0.2497222222,9.5,18-28
360071643,Indonesia,Female,25,Rural,Medium,Single,Middle,9,8,8,Not trusted,10,0.514675926,0.3594444444,8.5,18-28
360071324,Indonesia,Male,25,Urban,Medium,Single,Higher,5,10,5,Not trusted,10,0.373611111,0.415,5,18-28
360071227,Indonesia,Female,25,Rural,High,Married,Middle,10,10,10,Not trusted,10,0.450277778,0.1244444444,10,18-28
360071908,Indonesia,Female,25,Rural,Medium,Married,Higher,8,7,8,Not trusted,10,0.519166667,0.2766666667,8,18-28
360071442,Indonesia,Male,25,Rural,Medium,Single,Middle,7,7,7,Not trusted,10,0.5825,0.3316666667,7,18-28
360073193,Indonesia,Female,25,Rural,Medium,Married,Higher,7,8,7,Not trusted,10,0.296666667,0.3044444444,7,18-28
360070361,Indonesia,Female,25,Rural,Medium,Married,Middle,8,6,7,Not trusted,10,0.352916667,0.4288888889,7.5,18-28
360072597,Indonesia,Male,25,Rural,Low,Single,Lower,10,8,7,Not trusted,10,0.103333333,0.0694444444,8.5,18-28
360071240,Indonesia,Female,25,Rural,Low,Married,Lower,9,8,6,Not trusted,10,0.194027778,0.1658333333,7.5,18-28
360070276,Indonesia,Female,25,Rural,Low,Married,Middle,8,5,7,Not trusted,10,0.570925926,0.4563888889,7.5,18-28
360071577,Indonesia,Female,25,Rural,Medium,Married,Lower,7,9,8,Not trusted,10,0.362453704,0.54,7.5,18-28
360071690,Indonesia,Female,25,Rural,Medium,Married,Middle,8,8,8,Not trusted,10,0.482546296,0.0138888889,8,18-28
458070007,Malaysia,Male,25,Rural,Low,Single,Lower,6,8,7,Trusted,5,0.415555556,0.4705555556,6.5,18-28
458070028,Malaysia,Male,25,Rural,Low,Single,Lower,5,5,5,Not trusted,5,0.561111111,0.4427777778,5,18-28
458070030,Malaysia,Female,25,Rural,Medium,Single,Lower,8,10,1,Not trusted,10,0.756944444,0.6247222222,4.5,18-28
458070036,Malaysia,Male,25,Rural,Low,Single,Lower,7,8,8,Not trusted,10,0.519861111,0.3738888889,7.5,18-28
458070061,Malaysia,Male,25,Rural,Low,Single,Lower,8,9,7,Not trusted,10,0.311666667,0.1525,7.5,18-28
458070084,Malaysia,Female,25,Rural,Medium,Single,Higher,9,10,7,Not trusted,8,0.504074074,0.4427777778,8,18-28
458070095,Malaysia,Female,25,Rural,Low,Single,Lower,7,6,7,Not trusted,10,0.667037037,0.4994444444,7,18-28
458070119,Malaysia,Male,25,Rural,Medium,Single,Lower,7,7,6,Not trusted,10,0.2775,0.3458333333,6.5,18-28
458070121,Malaysia,Female,25,Rural,Medium,Single,Higher,6,7,5,Not trusted,8,0.39662037,0.4708333333,5.5,18-28
458070135,Malaysia,Female,25,Rural,Medium,Married,Lower,8,9,8,Not trusted,10,0.288240741,0.5805555556,8,18-28
458070143,Malaysia,Female,25,Rural,Medium,Single,Lower,7,7,7,Not trusted,10,0.411064815,0.2908333333,7,18-28
458070147,Malaysia,Male,25,Rural,Low,Single,Lower,6,7,5,Trusted,8,0.443333333,0.4708333333,5.5,18-28
458070175,Malaysia,Female,25,Rural,Medium,Single,Lower,10,10,10,Not trusted,10,0.433657407,0.0963888889,10,18-28
458070176,Malaysia,Female,25,Rural,Medium,Single,Lower,10,10,6,Not trusted,10,0.348564815,0.1377777778,8,18-28
458070184,Malaysia,Male,25,Rural,Low,Married,Lower,8,8,6,Not trusted,7,0.128518519,0.3044444444,7,18-28
